State,Description,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
ILLINOIS,  Per capita disposable personal income 7,3.4,6.8,4.3,3.2,2.9,3.9,2.6,5.3,4.5,2.8,-2.0,2.0,2.8,4.1,0.8,3.8,4.0,1.9,3.8,5.8,2.9,7.4,7.7,-1.5,8.0
ILLINOIS,  Per capita personal consumption expenditures (PCE) 8,4.8,7.0,3.0,2.6,4.0,4.9,5.4,4.8,4.6,2.0,-2.6,3.0,3.3,2.0,2.1,3.4,3.1,3.0,3.5,4.5,2.4,-1.7,12.6,9.9,(NA)
ILLINOIS,  Regional price parities (RPPs) 9,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),1.3,0.2,0.2,-1.0,-0.7,-0.6,-0.8,0.6,0.7,0.0,-0.9,0.9,1.0,0.0,(NA)
ILLINOIS,  Implicit regional price deflator 10,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),1.0,2.0,2.8,0.9,0.6,0.8,-0.6,1.6,2.5,2.1,0.5,2.0,5.2,6.5,(NA)
ILLINOIS,  Total employment (number of jobs),1.1,1.9,-0.6,-1.3,-0.4,0.7,1.2,1.6,1.7,-0.3,-3.3,-0.7,1.7,0.8,0.9,1.5,1.8,0.7,0.2,0.7,-0.3,-4.3,3.1,4.4,(NA)
INDIANA,  Real GDP (millions of chained 2017 dollars) 1,3.2,3.8,-1.8,2.5,4.4,3.7,0.8,2.0,3.2,-0.1,-7.0,7.0,0.2,0.7,2.9,3.2,-0.8,2.1,2.6,3.1,0.6,-3.2,6.9,3.1,1.4
INDIANA,  Real personal income (millions of constant (2017) dollars) 2,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-2.8,2.2,4.5,2.0,-0.2,2.5,5.0,1.9,2.6,0.9,2.7,7.7,5.2,-2.9,(NA)
INDIANA,  Real PCE (millions of constant (2017) dollars) 3,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-1.9,1.0,2.0,1.4,0.8,2.3,3.7,2.5,3.7,0.4,0.9,0.1,6.5,3.8,(NA)
INDIANA,  Gross domestic product (GDP),4.5,5.4,0.6,3.9,5.6,6.2,3.4,4.7,5.5,1.6,-4.6,7.5,2.7,3.0,4.0,5.1,1.2,2.9,4.3,5.5,2.1,-2.0,11.9,11.2,5.7
INDIANA,  Personal income,3.8,6.6,2.5,1.5,2.6,4.7,3.1,5.8,3.6,4.9,-2.5,4.6,6.4,4.3,1.3,3.7,3.8,2.8,3.7,5.1,4.2,7.6,10.5,2.7,3.4
INDIANA,  Disposable personal income,3.9,7.2,2.5,3.2,3.5,5.1,2.4,5.3,3.0,5.6,-0.2,4.3,5.3,4.7,0.5,3.8,3.2,2.7,4.3,5.9,3.6,7.7,9.4,1.3,5.6
INDIANA,  Personal consumption expenditures,6.3,6.5,3.8,3.4,4.7,6.6,5.8,4.2,3.8,2.7,-1.5,3.4,3.9,3.7,2.3,3.4,2.5,3.5,4.9,4.5,2.5,0.1,11.9,9.7,(NA)
INDIANA,  Real per capita personal income 4,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-3.4,1.7,4.0,1.6,-0.7,2.1,4.7,1.5,2.2,0.3,2.1,7.3,4.8,-3.2,(NA)
INDIANA,  Real per capita PCE 5,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-2.4,0.5,1.5,1.0,0.3,1.8,3.4,2.1,3.3,-0.2,0.4,-0.3,6.1,3.6,(NA)
INDIANA,  Per capita personal income 6,3.1,5.8,1.9,1.1,1.9,4.1,2.3,4.9,2.9,4.2,-3.0,4.1,5.9,3.9,0.7,3.3,3.5,2.4,3.3,4.5,3.7,7.1,10.1,2.5,2.9
INDIANA,  Per capita disposable personal income 7,3.1,6.3,1.9,2.7,2.8,4.5,1.7,4.4,2.2,4.8,-0.7,3.8,4.8,4.3,0.0,3.3,2.9,2.2,3.9,5.2,3.1,7.2,9.0,1.0,5.1
INDIANA,  Per capita personal consumption expenditures (PCE) 8,5.5,5.7,3.2,2.9,4.0,5.9,5.1,3.3,3.0,1.9,-2.0,2.8,3.4,3.3,1.7,3.0,2.2,3.0,4.5,3.9,1.9,-0.3,11.4,9.4,(NA)
INDIANA,  Regional price parities (RPPs) 9,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),0.7,0.5,-0.7,0.4,0.2,-0.2,-1.3,-0.1,-0.6,2.0,0.1,-1.1,0.8,-0.7,(NA)
INDIANA,  Implicit regional price deflator 10,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),0.4,2.3,1.8,2.2,1.5,1.1,-1.1,0.9,1.1,4.1,1.5,0.0,5.0,5.7,(NA)
INDIANA,  Total employment (number of jobs),1.5,1.4,-1.6,-1.0,0.0,1.2,1.2,1.1,1.2,-1.0,-4.3,0.1,1.8,1.5,1.2,1.5,1.5,1.3,1.5,1.5,0.1,-3.2,3.5,4.1,(NA)
IOWA,  Real GDP (millions of chained 2017 dollars) 1,2.2,4.6,-1.0,2.3,4.9,8.4,3.1,1.4,4.6,-1.5,-2.3,3.1,1.8,3.9,0.1,5.4,3.1,0.4,0.2,1.1,-0.5,-0.6,6.1,-0.3,1.3
IOWA,  Real personal income (millions of constant (2017) dollars) 2,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-5.0,-0.2,6.6,1.5,0.3,1.7,5.0,0.0,1.4,-0.4,0.7,6.3,7.3,-1.1,(NA)
IOWA,  Real PCE (millions of constant (2017) dollars) 3,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-2.4,0.1,3.7,-0.1,1.0,2.3,3.2,2.4,2.3,-1.8,1.0,-1.5,8.4,2.7,(NA)
IOWA,  Gross domestic product (GDP),3.7,6.1,1.9,3.9,6.8,11.2,4.9,3.9,7.8,0.1,-0.5,3.9,4.6,6.4,2.4,7.0,4.5,1.3,1.8,3.2,1.5,1.7,10.7,7.9,4.4
IOWA,  Personal income,2.5,6.8,3.0,2.4,2.1,8.2,2.9,6.2,6.9,6.5,-2.7,3.2,7.7,4.5,1.8,3.2,3.5,0.9,2.8,4.6,2.2,6.1,10.6,3.8,3.7
IOWA,  Disposable personal income,2.5,7.1,3.3,4.3,2.9,8.6,2.0,5.5,6.1,6.8,-0.8,2.9,6.6,4.2,1.2,3.3,3.1,0.9,3.0,5.3,1.9,6.7,9.7,2.6,5.9
IOWA,  Personal consumption expenditures,5.8,5.9,3.4,2.4,5.3,6.2,5.3,5.3,4.0,3.9,0.0,3.5,4.8,2.8,2.5,3.9,1.8,3.4,3.7,3.1,2.5,-1.6,11.7,7.7,(NA)
IOWA,  Real per capita personal income 4,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-5.5,-0.8,5.9,1.1,-0.3,1.0,4.5,-0.4,1.0,-0.7,0.3,6.1,7.1,-1.1,(NA)
IOWA,  Real per capita PCE 5,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-2.9,-0.5,3.1,-0.5,0.4,1.6,2.8,2.0,1.8,-2.1,0.6,-1.7,8.2,2.6,(NA)
IOWA,  Per capita personal income 6,2.0,6.4,2.9,2.3,1.9,7.7,2.5,5.5,6.3,5.8,-3.2,2.5,7.0,4.1,1.1,2.6,3.0,0.5,2.4,4.3,1.8,5.9,10.4,3.8,3.5
IOWA,  Per capita disposable personal income 7,2.0,6.7,3.2,4.2,2.6,8.2,1.7,4.9,5.5,6.2,-1.4,2.3,6.0,3.8,0.5,2.6,2.6,0.4,2.6,5.0,1.5,6.5,9.5,2.5,5.7
IOWA,  Per capita personal consumption expenditures (PCE) 8,5.3,5.5,3.3,2.3,5.0,5.8,5.0,4.6,3.5,3.3,-0.5,2.9,4.2,2.4,1.8,3.2,1.3,3.0,3.3,2.8,2.1,-1.9,11.5,7.6,(NA)
IOWA,  Regional price parities (RPPs) 9,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),2.7,1.6,-1.4,1.0,0.1,0.1,-1.6,-0.1,-0.3,2.9,0.0,-1.2,-1.1,-1.5,(NA)
IOWA,  Implicit regional price deflator 10,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),2.4,3.4,1.1,2.9,1.4,1.5,-1.4,0.9,1.4,5.0,1.5,-0.1,3.0,4.9,(NA)
IOWA,  Total employment (number of jobs),1.0,1.0,-0.7,-1.2,-0.3,1.5,1.7,1.6,1.4,0.2,-1.9,-0.4,1.3,0.9,1.3,1.0,1.0,0.3,-0.2,0.7,-0.3,-2.9,2.2,2.9,(NA)
KANSAS,  Real GDP (millions of chained 2017 dollars) 1,2.5,2.9,0.5,1.3,2.0,1.1,3.8,5.1,5.5,2.6,-3.6,1.4,2.8,1.5,0.4,2.3,2.9,3.8,1.0,2.1,0.3,-1.1,2.6,1.1,4.3
KANSAS,  Real personal income (millions of constant (2017) dollars) 2,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-5.0,-1.0,5.8,2.9,1.5,-0.3,1.2,0.3,2.2,1.1,1.9,5.2,3.3,-1.8,(NA)
KANSAS,  Real PCE (millions of constant (2017) dollars) 3,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-3.9,-0.5,1.7,-0.1,1.1,0.9,2.7,2.3,1.9,0.5,0.9,-1.5,6.9,3.4,(NA)
KANSAS,  Gross domestic product (GDP),4.3,5.4,3.3,2.8,4.2,3.9,6.5,8.1,8.6,4.5,-2.5,2.5,5.8,3.7,2.2,3.6,3.6,4.1,2.5,4.3,2.0,0.5,7.9,9.1,8.0
KANSAS,  Personal income,3.2,5.4,3.5,1.0,3.1,2.8,5.6,10.2,7.4,9.7,-3.2,2.0,8.2,5.4,2.1,1.7,1.1,0.4,3.3,4.3,3.7,5.7,6.4,3.1,5.6
KANSAS,  Disposable personal income,3.2,5.2,3.9,3.1,4.2,3.0,4.5,9.6,6.7,10.4,-0.8,1.7,7.3,5.7,1.4,1.7,0.9,0.5,3.5,4.3,3.5,6.1,4.8,1.8,8.1
KANSAS,  Personal consumption expenditures,6.9,6.9,3.9,2.6,4.9,5.9,5.5,6.1,5.6,3.3,-2.1,2.6,4.0,2.4,1.7,3.0,2.6,2.5,3.0,3.6,2.7,-1.0,10.1,8.5,(NA)
KANSAS,  Real per capita personal income 4,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-5.8,-1.9,5.3,2.2,1.1,-0.6,0.9,0.1,2.2,1.0,1.8,5.1,3.3,-1.8,(NA)
KANSAS,  Real per capita PCE 5,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-4.7,-1.4,1.2,-0.7,0.7,0.6,2.3,2.1,1.9,0.3,0.9,-1.7,6.9,3.5,(NA)
KANSAS,  Per capita personal income 6,2.6,4.8,3.1,0.6,2.8,2.4,5.2,9.5,6.6,8.8,-4.1,1.1,7.7,4.7,1.7,1.4,0.7,0.3,3.3,4.2,3.7,5.6,6.4,3.2,5.5
KANSAS,  Per capita disposable personal income 7,2.5,4.6,3.6,2.6,3.9,2.5,4.1,8.9,5.9,9.4,-1.6,0.7,6.8,5.0,1.0,1.4,0.5,0.4,3.5,4.2,3.5,5.9,4.8,1.8,8.0
KANSAS,  Per capita personal consumption expenditures (PCE) 8,6.2,6.3,3.6,2.2,4.5,5.4,5.1,5.5,4.8,2.4,-2.9,1.6,3.6,1.7,1.3,2.6,2.2,2.3,3.0,3.4,2.6,-1.1,10.1,8.6,(NA)
KANSAS,  Regional price parities (RPPs) 9,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),2.2,1.3,-0.2,0.6,-0.7,0.6,-0.3,-0.8,-0.6,1.0,0.3,-0.5,-1.2,-1.4,(NA)
KANSAS,  Implicit regional price deflator 10,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),1.9,3.1,2.3,2.4,0.6,2.0,-0.2,0.2,1.1,3.1,1.8,0.6,3.0,4.9,(NA)
KANSAS,  Total employment (number of jobs),1.0,1.1,0.4,-1.2,-0.7,1.0,0.8,1.7,2.7,0.7,-2.4,-0.6,1.0,1.2,1.5,1.4,0.8,0.3,-0.1,0.7,-0.1,-2.4,2.2,3.2,(NA)
KENTUCKY,  Real GDP (millions of chained 2017 dollars) 1,3.1,-2.8,0.1,2.6,3.1,2.9,3.8,2.4,-0.3,0.4,-4.5,4.8,0.9,1.9,2.4,0.0,1.4,0.8,1.3,1.2,2.8,-2.6,4.0,1.4,3.5
KENTUCKY,  Real personal income (millions of constant (2017) dollars) 2,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),0.5,-0.1,2.2,1.3,-0.7,2.8,4.7,0.8,2.1,2.4,2.4,8.0,5.0,-5.5,(NA)
KENTUCKY,  Real PCE (millions of constant (2017) dollars) 3,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),1.8,-0.2,1.1,0.3,0.9,1.4,3.9,2.3,2.8,3.6,0.3,-0.9,7.8,1.2,(NA)
KENTUCKY,  Gross domestic product (GDP),5.1,-0.9,2.8,4.2,4.5,5.8,6.8,5.6,2.5,2.4,-2.0,5.9,2.7,4.2,3.7,1.8,3.3,1.7,2.8,3.4,4.8,-0.9,8.8,8.8,7.2
KENTUCKY,  Personal income,4.2,7.8,3.5,2.5,3.0,5.9,4.8,5.6,4.4,4.9,-1.3,3.8,4.9,3.4,0.9,4.4,4.5,1.7,3.2,3.4,4.5,8.5,9.6,0.8,5.0
KENTUCKY,  Disposable personal income,4.2,8.2,3.4,4.3,3.8,6.5,4.0,5.5,3.8,5.1,0.8,3.7,4.0,3.7,0.1,4.3,4.0,1.6,3.5,3.8,4.4,9.5,8.7,-0.8,7.0
KENTUCKY,  Personal consumption expenditures,6.6,7.1,3.5,3.8,4.9,6.0,6.0,5.2,3.4,3.4,0.0,3.7,3.7,2.4,2.5,3.0,3.7,3.3,3.9,4.6,2.4,-0.4,12.4,7.9,(NA)
KENTUCKY,  Real per capita personal income 4,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-0.2,-0.8,1.6,0.8,-1.2,2.5,4.4,0.5,1.7,2.1,2.2,7.8,5.0,-5.6,(NA)
KENTUCKY,  Real per capita PCE 5,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),1.1,-0.9,0.5,-0.1,0.4,1.1,3.6,2.0,2.4,3.3,0.1,-1.1,7.8,1.0,(NA)
KENTUCKY,  Per capita personal income 6,3.4,7.0,3.0,1.9,2.3,5.1,3.8,4.7,3.5,4.1,-1.9,3.1,4.3,3.0,0.4,4.1,4.1,1.4,2.8,3.1,4.3,8.2,9.6,0.7,4.6
KENTUCKY,  Per capita disposable personal income 7,3.3,7.4,2.9,3.8,3.1,5.8,3.1,4.6,2.9,4.3,0.2,2.9,3.4,3.2,-0.4,4.0,3.6,1.3,3.1,3.6,4.2,9.3,8.7,-0.9,6.6
KENTUCKY,  Per capita personal consumption expenditures (PCE) 8,5.7,6.2,3.1,3.3,4.2,5.2,5.0,4.3,2.5,2.6,-0.6,3.0,3.1,2.0,2.0,2.7,3.4,3.0,3.5,4.3,2.1,-0.6,12.4,7.7,(NA)
KENTUCKY,  Regional price parities (RPPs) 9,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-1.5,2.1,0.1,0.3,0.2,0.2,-0.4,-0.1,-0.7,-1.1,0.6,-0.6,0.2,0.1,(NA)
KENTUCKY,  Implicit regional price deflator 10,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-1.7,3.9,2.6,2.1,1.5,1.6,-0.2,1.0,1.1,1.0,2.0,0.5,4.3,6.6,(NA)
KENTUCKY,  Total employment (number of jobs),1.8,1.9,-1.0,-0.9,0.4,1.2,1.6,1.6,1.7,-0.5,-3.2,0.0,1.8,0.9,0.8,1.3,1.4,1.0,0.9,1.0,0.1,-3.1,3.5,3.9,(NA)
LOUISIANA,  Real GDP (millions of chained 2017 dollars) 1,2.0,-3.2,1.9,2.1,4.1,4.9,6.4,-1.0,-5.2,1.2,2.0,4.8,-4.8,0.5,-2.4,2.8,-1.4,-1.7,1.8,2.2,0.5,-7.1,2.3,-1.2,3.0
LOUISIANA,  Real personal income (millions of constant (2017) dollars) 2,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-1.1,0.6,-0.1,2.8,0.0,2.2,0.8,-2.3,2.6,4.1,1.4,5.5,3.4,-6.1,(NA)
LOUISIANA,  Real PCE (millions of constant (2017) dollars) 3,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),1.9,0.1,0.8,0.9,1.6,1.4,3.1,0.6,2.7,3.2,0.6,-2.5,7.3,0.9,(NA)
LOUISIANA,  Gross domestic product (GDP),4.5,5.3,4.4,1.4,10.8,10.2,16.6,4.0,-1.7,4.9,-3.6,9.9,1.7,2.4,-1.8,4.0,-2.8,-2.9,5.4,6.9,0.3,-8.2,11.4,10.9,6.0
LOUISIANA,  Personal income,2.3,5.7,7.4,3.0,3.2,4.4,7.7,5.5,9.5,7.3,-2.8,4.7,3.1,5.0,1.4,4.2,0.4,-0.5,3.1,4.4,3.3,6.6,8.0,-0.9,4.4
LOUISIANA,  Disposable personal income,2.7,5.7,7.4,4.8,4.3,4.8,7.4,4.1,8.5,7.0,-0.4,4.9,2.5,4.4,0.7,4.1,0.6,-0.7,3.6,4.9,2.9,8.2,7.1,-2.2,6.1
LOUISIANA,  Personal consumption expenditures,5.1,5.3,4.1,3.8,5.8,5.7,4.6,5.6,6.1,4.4,0.2,4.1,4.0,3.0,3.0,3.4,2.6,2.5,3.2,3.4,2.5,-1.4,12.0,6.4,(NA)
LOUISIANA,  Real per capita personal income 4,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-2.3,-0.6,-0.8,2.2,-0.5,1.8,0.3,-2.6,2.8,4.3,1.5,5.8,3.9,-5.3,(NA)
LOUISIANA,  Real per capita PCE 5,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),0.7,-1.1,0.1,0.3,1.1,1.0,2.6,0.3,2.9,3.3,0.8,-2.3,7.9,1.7,(NA)
LOUISIANA,  Per capita personal income 6,1.9,5.4,7.2,2.5,2.7,3.7,7.1,12.2,7.7,5.9,-4.0,3.4,2.4,4.4,0.8,3.7,-0.1,-0.8,3.2,4.5,3.4,6.9,8.5,0.0,4.7
LOUISIANA,  Per capita disposable personal income 7,2.2,5.4,7.2,4.3,3.7,4.1,6.9,10.7,6.7,5.6,-1.7,3.7,1.8,3.8,0.1,3.7,0.1,-1.0,3.8,5.1,3.0,8.4,7.7,-1.4,6.5
LOUISIANA,  Per capita personal consumption expenditures (PCE) 8,4.6,5.0,4.0,3.3,5.2,5.0,4.0,12.3,4.4,2.9,-1.0,2.9,3.3,2.4,2.4,2.9,2.2,2.1,3.3,3.6,2.6,-1.2,12.6,7.3,(NA)
LOUISIANA,  Regional price parities (RPPs) 9,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-1.4,2.2,0.6,0.2,0.0,0.5,-0.6,0.8,-1.3,-1.8,0.4,0.1,0.2,-0.9,(NA)
LOUISIANA,  Implicit regional price deflator 10,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-1.7,4.0,3.2,2.1,1.3,1.9,-0.4,1.9,0.5,0.3,1.9,1.1,4.4,5.5,(NA)
LOUISIANA,  Total employment (number of jobs),0.7,1.5,0.4,0.1,0.8,0.7,-1.5,0.7,3.6,2.0,-0.8,0.3,1.1,1.4,1.6,1.6,0.4,-0.2,0.0,1.2,-0.3,-4.6,3.9,3.3,(NA)
MAINE,  Real GDP (millions of chained 2017 dollars) 1,5.2,4.6,2.1,2.5,2.7,3.6,1.1,0.7,0.1,-0.3,-1.8,2.0,-0.9,-0.4,-0.3,1.0,1.6,2.4,1.6,2.9,2.4,1.6,5.1,2.2,1.9
MAINE,  Real personal income (millions of constant (2017) dollars) 2,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),0.4,1.8,3.0,-1.4,-2.7,8.2,0.5,1.0,2.1,2.2,6.0,5.5,5.4,-6.0,(NA)
MAINE,  Real PCE (millions of constant (2017) dollars) 3,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),0.2,3.1,2.8,-2.2,-0.4,6.7,-0.8,2.3,2.7,2.9,3.6,-3.3,9.3,-1.7,(NA)
MAINE,  Gross domestic product (GDP),7.1,7.2,4.6,4.5,4.5,6.4,4.0,4.0,2.9,1.4,0.9,2.6,0.6,1.7,1.7,2.9,3.9,4.0,3.1,5.1,4.7,4.0,9.5,8.7,6.2
MAINE,  Personal income,4.5,7.4,5.6,3.3,4.9,5.0,2.2,4.9,3.9,4.7,0.3,2.3,4.1,1.3,0.0,3.3,4.3,3.4,4.1,4.4,5.2,9.1,9.2,3.9,4.9
MAINE,  Disposable personal income,4.5,6.9,6.0,5.5,6.0,5.2,1.3,4.6,3.6,4.9,2.5,2.3,3.1,1.4,-0.8,3.4,3.8,3.1,4.7,5.0,4.6,9.6,7.8,2.3,7.4
MAINE,  Personal consumption expenditures,7.3,7.3,5.7,5.8,5.8,5.9,5.6,4.4,3.5,3.0,0.2,3.6,3.8,0.4,2.4,1.9,3.0,4.8,4.8,5.1,2.9,0.1,13.2,8.5,(NA)
MAINE,  Real per capita personal income 4,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),0.4,1.9,2.9,-1.4,-2.8,7.9,0.6,0.6,1.7,1.8,5.5,5.0,4.4,-6.5,(NA)
MAINE,  Real per capita PCE 5,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),0.3,3.2,2.6,-2.3,-0.5,6.4,-0.7,2.0,2.4,2.5,3.1,-3.7,8.3,-2.3,(NA)
MAINE,  Per capita personal income 6,3.9,6.5,4.9,2.5,4.0,4.4,1.8,4.5,3.6,4.4,0.4,2.5,3.9,1.2,-0.1,3.0,4.4,3.0,3.8,4.0,4.7,8.6,8.0,3.1,4.5
MAINE,  Per capita disposable personal income 7,3.9,6.0,5.3,4.7,5.2,4.6,0.9,4.2,3.3,4.7,2.5,2.4,2.9,1.3,-0.9,3.1,3.8,2.7,4.3,4.6,4.0,9.0,6.7,1.6,6.9
MAINE,  Per capita personal consumption expenditures (PCE) 8,6.6,6.4,5.0,5.0,4.9,5.4,5.2,4.0,3.3,2.7,0.3,3.8,3.6,0.4,2.3,1.6,3.1,4.4,4.5,4.6,2.3,-0.3,12.0,7.8,(NA)
MAINE,  Regional price parities (RPPs) 9,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),0.3,-1.2,-1.5,0.8,1.4,-5.9,3.6,1.4,0.3,0.1,-2.2,2.4,-0.7,3.7,(NA)
MAINE,  Implicit regional price deflator 10,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),0.0,0.6,1.0,2.7,2.8,-4.5,3.8,2.4,2.0,2.1,-0.8,3.5,3.5,10.4,(NA)
MAINE,  Total employment (number of jobs),1.9,2.8,0.5,0.4,0.5,1.7,0.2,1.0,1.3,-0.6,-2.8,-1.1,0.4,0.3,0.8,0.9,0.7,1.2,0.9,1.2,-0.2,-3.5,4.5,3.3,(NA)
MARYLAND,  Real GDP (millions of chained 2017 dollars) 1,4.1,4.0,4.4,3.3,2.5,4.6,4.5,1.3,0.6,1.9,-0.6,4.9,2.1,0.4,0.8,1.6,2.3,3.5,2.0,0.7,0.0,-3.4,4.5,1.6,2.1
MARYLAND,  Real personal income (millions of constant (2017) dollars) 2,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-1.6,3.6,2.1,2.3,-2.7,2.3,4.2,3.0,2.2,1.6,3.1,2.9,2.4,-3.6,(NA)
MARYLAND,  Real PCE (millions of constant (2017) dollars) 3,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-2.2,3.5,0.5,2.5,-0.2,2.4,2.4,2.1,1.7,2.1,1.7,-5.6,7.0,2.9,(NA)
MARYLAND,  Gross domestic product (GDP),6.2,6.5,7.2,5.7,4.5,7.3,7.5,4.6,3.2,3.6,1.8,5.2,3.5,2.1,2.4,3.5,4.4,5.2,3.4,2.8,2.1,-1.4,8.1,7.4,6.7
MARYLAND,  Personal income,5.9,8.8,5.6,3.9,4.5,6.6,5.2,5.2,4.3,4.8,-0.4,3.5,5.5,2.4,-0.4,3.1,4.4,3.4,3.5,3.3,3.4,5.2,6.5,1.5,5.4
MARYLAND,  Disposable personal income,5.7,8.6,5.8,6.3,5.5,6.8,4.2,4.6,3.5,5.8,2.0,3.5,4.3,2.5,-1.6,3.0,4.0,3.4,3.8,3.6,2.6,6.1,4.8,-0.4,8.9
MARYLAND,  Personal consumption expenditures,6.6,8.5,5.5,4.4,5.6,6.7,7.0,6.0,4.4,2.9,-1.0,3.4,3.9,2.6,2.2,3.2,2.6,2.5,3.0,3.8,1.9,-3.4,11.2,8.3,(NA)
MARYLAND,  Real per capita personal income 4,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-2.3,2.5,1.0,1.2,-3.5,1.5,3.5,2.5,1.6,1.1,2.7,2.7,2.4,-3.5,(NA)
MARYLAND,  Real per capita PCE 5,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-3.0,2.5,-0.6,1.5,-1.0,1.6,1.7,1.6,1.2,1.7,1.3,-5.8,6.9,3.0,(NA)
MARYLAND,  Per capita personal income 6,4.9,7.7,4.3,2.7,3.4,5.6,4.3,4.6,3.8,4.2,-1.2,2.4,4.4,1.3,-1.2,2.3,3.7,2.9,2.9,2.9,3.0,5.0,6.5,1.7,5.1
MARYLAND,  Per capita disposable personal income 7,4.7,7.4,4.6,5.0,4.4,5.8,3.3,4.0,3.1,5.2,1.2,2.4,3.2,1.4,-2.4,2.2,3.3,2.9,3.2,3.1,2.2,5.9,4.7,-0.3,8.6
MARYLAND,  Per capita personal consumption expenditures (PCE) 8,5.6,7.4,4.3,3.1,4.5,5.7,6.1,5.4,3.9,2.3,-1.8,2.3,2.8,1.6,1.4,2.4,1.9,1.9,2.4,3.4,1.5,-3.6,11.2,8.4,(NA)
MARYLAND,  Regional price parities (RPPs) 9,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),1.5,-1.9,0.8,-1.8,1.1,-0.6,0.0,-0.6,-0.5,-0.4,-1.2,1.2,-0.2,-1.1,(NA)
MARYLAND,  Implicit regional price deflator 10,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),1.2,-0.1,3.4,0.1,2.4,0.8,0.2,0.4,1.3,1.7,0.2,2.3,4.0,5.2,(NA)
MARYLAND,  Total employment (number of jobs),2.5,2.8,0.9,1.2,1.1,1.8,1.9,2.0,1.8,-0.3,-2.1,-0.4,1.5,1.3,1.6,1.3,1.8,1.6,1.0,1.5,-0.2,-3.3,3.5,3.6,(NA)
MASSACHUSETTS,  Real GDP (millions of chained 2017 dollars) 1,5.5,8.1,1.5,0.1,2.2,2.7,2.3,2.4,3.1,1.6,-1.4,4.8,2.2,2.2,0.8,1.9,3.7,1.4,1.6,3.6,3.2,-1.9,6.4,2.1,1.8
